protein_set_id;sup;accession;gene_name;description;protein_set_score;is_validated;selection_level;#sameset_protein_matches;#subset_protein_matches;coverage;MW;#observable_peptides;#sequences;#specific_sequences;#peptides;#specific_peptides;#peptide_matches;#specific_peptide_matches;peptides_count_A_01.raw.mzDB.t.xml;peptides_count_A_02.raw.mzDB.t.xml;peptides_count_A_03.raw.mzDB.t.xml;peptides_count_A_04.raw.mzDB.t.xml;peptides_count_B_01.raw.mzDB.t.xml;peptides_count_B_02.raw.mzDB.t.xml;peptides_count_B_03.raw.mzDB.t.xml;peptides_count_B_04.raw.mzDB.t.xml;peptides_count_C_01.raw.mzDB.t.xml;peptides_count_C_02.raw.mzDB.t.xml;peptides_count_C_03.raw.mzDB.t.xml;peptides_count_C_04.raw.mzDB.t.xml;psm_count_A_01.raw.mzDB.t.xml;psm_count_A_02.raw.mzDB.t.xml;psm_count_A_03.raw.mzDB.t.xml;psm_count_A_04.raw.mzDB.t.xml;psm_count_B_01.raw.mzDB.t.xml;psm_count_B_02.raw.mzDB.t.xml;psm_count_B_03.raw.mzDB.t.xml;psm_count_B_04.raw.mzDB.t.xml;psm_count_C_01.raw.mzDB.t.xml;psm_count_C_02.raw.mzDB.t.xml;psm_count_C_03.raw.mzDB.t.xml;psm_count_C_04.raw.mzDB.t.xml;raw_abundance_A_01.raw.mzDB.t.xml;raw_abundance_A_02.raw.mzDB.t.xml;raw_abundance_A_03.raw.mzDB.t.xml;raw_abundance_A_04.raw.mzDB.t.xml;raw_abundance_B_01.raw.mzDB.t.xml;raw_abundance_B_02.raw.mzDB.t.xml;raw_abundance_B_03.raw.mzDB.t.xml;raw_abundance_B_04.raw.mzDB.t.xml;raw_abundance_C_01.raw.mzDB.t.xml;raw_abundance_C_02.raw.mzDB.t.xml;raw_abundance_C_03.raw.mzDB.t.xml;raw_abundance_C_04.raw.mzDB.t.xml;abundance_A_01.raw.mzDB.t.xml;abundance_A_02.raw.mzDB.t.xml;abundance_A_03.raw.mzDB.t.xml;abundance_A_04.raw.mzDB.t.xml;abundance_B_01.raw.mzDB.t.xml;abundance_B_02.raw.mzDB.t.xml;abundance_B_03.raw.mzDB.t.xml;abundance_B_04.raw.mzDB.t.xml;abundance_C_01.raw.mzDB.t.xml;abundance_C_02.raw.mzDB.t.xml;abundance_C_03.raw.mzDB.t.xml;abundance_C_04.raw.mzDB.t.xml
68737;1;sp|P0AEE1|DCRB_ECOLI;;sp|P0AEE1|DCRB_ECOLI Protein DcrB OS=Escherichia coli (strain K12) OX=83333 GN=dcrB PE=3 SV=1;23,705;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;1;;;;;;1;;;0;;;1;;;;;;1;;;332925,41;;;930161,44;;;;;;531047,69;;;285633,88;;;859845,69;;;;;;532747,81;;
68745;1;sp|P69801|PTNC_ECOLI;;sp|P69801|PTNC_ECOLI PTS system mannose-specific EIIC component OS=Escherichia coli (strain K12) OX=83333 GN=manY PE=1 SV=1;26,767;true;2;1;0;0;0;-1;1;1;1;1;1;1;;1;;;;;;;;;;1;0;1;0;0;0;;;;0;0;0;1;459294,88;796631,5;373051,25;369050,66;454213,53;;;;240977,53;360095,22;315752,88;440381,12;394052,75;705422,69;351823,59;341152,19;463341,88;;;;247051,28;361248,06;318060;440381,12
68749;1;sp|P0ADY7|RL16_ECOLI;;sp|P0ADY7|RL16_ECOLI 50S ribosomal protein L16 OS=Escherichia coli (strain K12) OX=83333 GN=rplP PE=1 SV=1;138,006;true;2;1;0;0;0;-1;4;4;4;4;23;23;1;1;1;2;;1;;1;1;2;1;1;1;1;1;2;0;1;0;1;1;2;1;1;5769457;6201000;5485186;5412453;2398369,5;2673695,75;3566265,5;2380335;6001973,5;5364211;5115441;6223355;4949914;5491029;5173064;5003297,5;2446569,5;2709120;3519413,5;2374842;6153251;5381385;5152818;6223355
68765;1;sp|P0A9C0|GLPA_ECOLI;;sp|P0A9C0|GLPA_ECOLI Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=glpA PE=1 SV=1;69,649;true;2;1;0;0;0;-1;2;2;2;2;5;5;;1;;;;;;;1;;1;;0;1;0;0;0;0;0;;1;0;1;0;1077763,25;1216991,5;883409,62;886430,12;610014,62;898435,81;978591,81;;984032,12;951093,56;768669,12;672370,12;924668,75;1077654,38;833141,25;819420,25;622274,12;910339,31;965735,56;;1008834,25;954138,5;774285,56;672370,12
68779;1;sp|P0A6A8|ACP_ECOLI;;sp|P0A6A8|ACP_ECOLI Acyl carrier protein OS=Escherichia coli (strain K12) OX=83333 GN=acpP PE=1 SV=2;133,921;true;2;1;0;0;0;-1;2;2;2;2;66;66;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;1;1;1;2;2;2;2;7335026;6333848,5;6806715;6848522;2421701;2534784,5;4034711;2928050,5;7276994;7443389;8239714,5;8725775;6293097;5608667;6419394;6330806,5;2470370;2568368;3981704,75;2921293,25;7460408;7467219;8299919,5;8725775
68790;1;sp|P0AFG0|NUSG_ECOLI;;sp|P0AFG0|NUSG_ECOLI Transcription termination/antitermination protein NusG OS=Escherichia coli (strain K12) OX=83333 GN=nusG PE=1 SV=2;62,298;true;2;1;0;0;0;-1;1;1;1;1;16;16;1;1;1;1;;;;;1;1;1;1;1;1;1;1;;;;0;2;1;1;1;1022300,5;967821,81;740360,81;1319717,62;;;;444286,97;738966,56;856241,75;537681,12;797825,75;877084,31;857012,94;698232,25;1219953,25;;;;443261,66;757591,94;858983;541609,81;797825,75
68800;1;sp|P0A955|ALKH_ECOLI;;sp|P0A955|ALKH_ECOLI KHG/KDPG aldolase OS=Escherichia coli (strain K12) OX=83333 GN=eda PE=1 SV=1;414,171;true;2;1;0;0;0;-1;10;10;11;11;122;122;5;5;6;9;2;3;2;3;7;5;7;5;5;5;6;10;2;3;2;4;7;5;7;5;10164607;12154257;9436562;9950453;4313875;4572002;4320671;5008957;10748968;11013051;10035090;11517394;8720741;10762678;8899596;9198247;4400571,5;4632577;4263908;4997397,5;11019892;11048310;10108414;11517394
68820;1;sp|P0A6N4|EFP_ECOLI;;sp|P0A6N4|EFP_ECOLI Elongation factor P OS=Escherichia coli (strain K12) OX=83333 GN=efp PE=1 SV=2;84,376;true;2;1;0;0;0;-1;2;2;2;2;17;17;1;1;1;1;;;;;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;2828006,5;3156640,5;2732555,75;2955859,25;1276567,38;1296772;3009779;1340300,12;3620354,5;2835751;2811008,5;2889563,25;2426292,5;2795227;2577065,75;2732410,5;1302222,62;1313953,25;2970238;1337207;3711604,25;2844829,75;2831547,75;2889563,25
68828;1;sp|P27248|GCST_ECOLI;;sp|P27248|GCST_ECOLI Aminomethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=gcvT PE=1 SV=3;266,064;true;2;1;0;0;0;-1;7;7;7;7;58;58;4;2;3;4;;;;;4;2;3;5;4;2;4;4;0;0;0;0;5;2;3;6;6214199,5;6612232;5856668;6315309;2359820,25;2868877,25;2572429,5;2905510,5;5954624;5991035;6168556;6584068;5331482,5;5855177;5523407,5;5837902;2407245,5;2906887,5;2538634,25;2898805,25;6104708,5;6010216;6213627,5;6584068
68832;1;sp|P76257|YOAA_ECOLI;;sp|P76257|YOAA_ECOLI Probable ATP-dependent helicase YoaA OS=Escherichia coli (strain K12) OX=83333 GN=yoaA PE=3 SV=1;24,371;true;2;1;0;0;0;-1;1;1;1;1;2;2;;1;1;;;1;;;;;;1;0;1;1;0;0;1;0;0;0;0;0;1;667403,88;309043,16;249699,92;443855,56;447463,78;712257;637677,12;552692,38;363524,72;374580,16;412979,66;481335,34;572600,19;273659,84;235491,31;410302,22;456456,47;721693,81;629299,62;551416,88;372687,25;375779,38;415997,19;481335,34
68863;1;sp|P0ABJ1|CYOA_ECOLI;;sp|P0ABJ1|CYOA_ECOLI Cytochrome bo(3) ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) OX=83333 GN=cyoA PE=1 SV=1;35,805;true;2;1;0;0;0;-1;1;1;1;1;2;2;;1;;;;;;;1;;1;1;0;1;0;0;;0;0;0;1;0;1;1;1084797,25;1288163,38;1096170,62;833398,94;;398629,56;438384,12;442359,66;836375,94;1066491,75;785771,44;1126691;930703,5;1140677,62;1033795,5;770398;;403911,06;432624,84;441338,78;857456,5;1069906,12;791512,81;1126691
68870;1;sp|P00448|SODM_ECOLI;;sp|P00448|SODM_ECOLI Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) OX=83333 GN=sodA PE=1 SV=2;156,77;true;2;1;0;0;0;-1;5;5;5;5;42;42;2;1;3;3;2;;1;1;2;1;2;2;2;1;3;3;3;0;1;1;2;1;2;2;10650436;8921969;9482874;7988026,5;4271694;4606565,5;4572954;4458973,5;10005950;10755712;8054009,5;8693622;9137559;7900465;8943272;7384170;4357542;4667598,5;4512876,5;4448683;10258147;10790146;8112858,5;8693622
68875;1;sp|P37013|NORR_ECOLI;;sp|P37013|NORR_ECOLI Anaerobic nitric oxide reductase transcription regulator NorR OS=Escherichia coli (strain K12) OX=83333 GN=norR PE=1 SV=2;23,609;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;;0;0;0;;0;0;;0;0;0;0;;1329772,12;1406119,88;1120783,38;;1246133,38;1560423,38;;1257438;1939678,5;1172198,5;1510598,5;;1177522,38;1326107,75;1036057,56;;1262643,62;1539923,25;;1289131,25;1945888,38;1180763,38;1510598,5
68916;1;sp|P0AAI3|FTSH_ECOLI;;sp|P0AAI3|FTSH_ECOLI ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain K12) OX=83333 GN=ftsH PE=1 SV=1;72,387;true;2;1;0;0;0;-1;1;1;1;1;15;15;1;1;;1;;;;;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;167438,48;250379,42;37049,9;152176,95;75140,45;37745,64;54070,58;37208,93;151975,92;100167,84;145755,11;139062,8;143654,11;221712,72;34941,66;140673,11;76650,55;38245,74;53360,23;37123,06;155806,42;100488,52;146820,09;139062,8
68933;1;sp|P0AEQ3|GLNH_ECOLI;;sp|P0AEQ3|GLNH_ECOLI Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=glnH PE=1 SV=1;527,987;true;2;1;0;0;0;-1;9;9;9;9;106;106;8;7;7;5;1;2;1;2;7;5;5;8;8;7;7;5;1;2;1;2;7;5;5;8;12448511;12372203;12868638;12838911;7282042;6805816,5;6000181,5;7209622,5;12952833;13347173;11523251;9159636;10680219;10955672;12136376;11868352;7428389;6895987;5921354;7192984,5;13279307;13389904;11607448;9159636
68952;1;sp|P0AEE5|DGAL_ECOLI;;sp|P0AEE5|DGAL_ECOLI D-galactose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=mglB PE=1 SV=1;808,452;true;2;1;0;0;0;-1;13;13;13;13;224;224;9;10;9;10;4;4;5;4;9;10;10;10;10;11;10;11;6;5;6;5;12;11;11;12;40022420;40504996;35863904;39050844;16444318;15467887;15786275;15584326;35521684;37842952;38138360;36381168;34337300;35867456;33823148;36098788;16774801;15672825;15578882;15548361;36416992;37964112;38417024;36381168
68964;1;sp|P02358|RS6_ECOLI;;sp|P02358|RS6_ECOLI 30S ribosomal protein S6 OS=Escherichia coli (strain K12) OX=83333 GN=rpsF PE=1 SV=1;393,82;true;2;1;0;0;0;-1;5;5;6;6;123;123;6;5;6;6;4;3;4;3;4;5;4;5;7;5;7;6;4;3;4;3;4;5;4;6;7647990,5;7454271,5;7064303,5;7271194,5;2946609,25;3659054,75;3447648,75;3778837;7396525;8087832;9434253;8024007;6561606;6600808,5;6662325,5;6721527;3005827,25;3707534,25;3402355,25;3770116,25;7582952;8113725;9503187;8024007
68968;1;sp|P0AB14|YCCJ_ECOLI;;sp|P0AB14|YCCJ_ECOLI Uncharacterized protein YccJ OS=Escherichia coli (strain K12) OX=83333 GN=yccJ PE=1 SV=1;32,836;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;572727,12;410130,66;561113,19;420393,69;598044,81;468456,84;492781;590399,69;409522,75;355265,38;460079,03;344002,16;491372,16;363173,53;529184,31;388613,94;610063,75;474663,5;486307,09;589037,19;419844,62;356402,75;463440,69;344002,16
68969;1;sp|P33136|OPGG_ECOLI;;sp|P33136|OPGG_ECOLI Glucans biosynthesis protein G OS=Escherichia coli (strain K12) OX=83333 GN=mdoG PE=1 SV=1;45,331;true;2;1;0;0;0;-1;1;1;1;1;4;4;;1;;1;;;;;;1;;;0;1;0;1;;;;0;0;1;0;0;481491,81;471420,09;384180,97;555091,25;;;;206188,64;457902,62;408587,59;464317,5;424337,03;413096,66;417445,75;362320;513129,03;;;;205712,8;469443,91;409895,69;467710,12;424337,03
68987;1;sp|P0A7F3|PYRI_ECOLI;;sp|P0A7F3|PYRI_ECOLI Aspartate carbamoyltransferase regulatory chain OS=Escherichia coli (strain K12) OX=83333 GN=pyrI PE=1 SV=2;77,65;true;2;1;0;0;0;-1;2;2;2;2;11;11;1;1;;;;;;;;1;1;;1;1;0;0;0;0;0;0;0;1;1;0;1419345;1115596,5;1216780,75;1154914,62;570663,75;304694,97;213532,09;335625,66;1301131,75;1463708,25;995382,75;1351858,5;1217729,25;987868,5;1147542,5;1067608,62;582132,38;308731,91;210726,81;334851,09;1333926,38;1468394,25;1002655,75;1351858,5
68989;1;sp|P0A6B7|ISCS_ECOLI;;sp|P0A6B7|ISCS_ECOLI Cysteine desulfurase IscS OS=Escherichia coli (strain K12) OX=83333 GN=iscS PE=1 SV=1;211,041;true;2;1;0;0;0;-1;6;6;6;6;30;30;1;2;2;1;;;;1;2;2;3;4;1;2;2;1;0;0;0;1;2;2;3;4;3505607,25;3373712;3935129;4004097,5;1742356,38;1337223,62;1517933;1394147,75;4630594;4117220,5;3832592,5;3806699,5;3007641,25;2987445;3711209,5;3701407;1777372,5;1354940,75;1497991,12;1390930,38;4747306;4130401,75;3860596,5;3806699,5
68992;1;sp|Q46851|GPR_ECOLI;;sp|Q46851|GPR_ECOLI L-glyceraldehyde 3-phosphate reductase OS=Escherichia coli (strain K12) OX=83333 GN=gpr PE=1 SV=1;104,106;true;2;1;0;0;0;-1;3;3;3;3;33;33;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;3;1;1;2450137;2552221,75;2179952,25;2745253,5;744229,25;758335,94;708395,5;887212,5;2785783,5;2277527,25;2179728,5;2178526;2102099;2260010;2055906,88;2537725,75;759185,94;768383,25;699089;885165,06;2855998,25;2284818,75;2195655;2178526
68993;1;sp|P76558|MAO2_ECOLI;;sp|P76558|MAO2_ECOLI NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1;648,149;true;2;1;0;0;0;-1;16;16;16;16;147;147;11;7;6;5;3;;3;1;10;9;8;9;11;7;6;5;4;0;3;1;11;9;9;9;10596828;11306450;10640838;9574126;3891297,5;4492333,5;4153614,25;3416011;8497839;11831814;11325324;11191939;9091566;10011939;10035346;8850369;3969501;4551853,5;4099046;3408127,5;8712024;11869695;11408075;11191939
68998;1;sp|P0A6M8|EFG_ECOLI;;sp|P0A6M8|EFG_ECOLI Elongation factor G OS=Escherichia coli (strain K12) OX=83333 GN=fusA PE=1 SV=2;1442,622;true;2;1;0;0;0;-1;26;26;26;26;349;349;16;17;18;17;7;9;8;7;15;18;19;17;17;18;18;18;7;10;9;7;17;19;19;18;47032252;43010248;42845500;40121436;20277422;18020358;20465948;19405860;42803232;43050232;42534356;43925764;40351392;38085868;40407468;37088452;20684940;18259114;20197074;19361072;43882068;43188056;42845128;43925764
69001;1;sp|P21177|FADB_ECOLI;;sp|P21177|FADB_ECOLI Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=fadB PE=1 SV=2;108,361;true;2;1;0;0;0;-1;2;2;2;2;16;16;1;1;1;1;;;1;;1;;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1106672;944373,81;844219,38;715877;129023,52;422544,19;423591,28;398354,25;668839,94;719310,25;685604,19;791756,25;949471;836249,56;796180,94;661760,12;131616,5;428142,56;418026,31;397434,94;685697,88;721613,12;690613,69;791756,25
69010;1;sp|P0AFG6|ODO2_ECOLI;;sp|P0AFG6|ODO2_ECOLI Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2;342,832;true;2;1;0;0;0;-1;7;7;8;8;105;105;6;5;4;7;3;4;3;4;5;4;5;6;6;5;4;7;3;4;3;4;5;4;5;6;12389579;9930263;10199273;11956285;4634308;5207417;5162810,5;4862207;10883725;10400067;11296901;10836232;10629660;8793316;9618906;11052447;4727443,5;5276411,5;5094984;4850986;11158045;10433365;11379442;10836232
69015;1;sp|P0A887|UBIE_ECOLI;;sp|P0A887|UBIE_ECOLI Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE OS=Escherichia coli (strain K12) OX=83333 GN=ubiE PE=1 SV=1;15,673;true;2;1;0;0;0;-1;1;1;2;2;2;2;1;;2;;;;;;;;;;1;0;2;0;0;0;0;0;0;0;0;0;1528637,88;3632340;2843558,5;2179772,25;2604354,25;2093156,62;3587280,5;2257647,25;2656244,75;3426847,25;2829681,75;1601683,88;1311497,25;3216462,25;2681752,25;2014991,88;2656694;2120889,25;3540152,5;2252437;2723194,5;3437818,25;2850357,25;1601683,88
69023;1;sp|P0A7Q1|RL35_ECOLI;;sp|P0A7Q1|RL35_ECOLI 50S ribosomal protein L35 OS=Escherichia coli (strain K12) OX=83333 GN=rpmI PE=1 SV=2;28,117;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;250329,75;235450,66;307032,94;298420,25;110364,87;105745,38;130708,45;106274,22;175560,08;178504,34;192856,11;169330,66;214770,81;208493,19;289561,91;275861,12;112582,88;107146,41;128991,27;106028,96;179985,02;179075,83;194265,25;169330,66
69041;1;sp|P56262|DLHH_ECOLI;;sp|P56262|DLHH_ECOLI Putative carboxymethylenebutenolidase OS=Escherichia coli (strain K12) OX=83333 GN=ysgA PE=3 SV=3;88,675;true;2;1;0;0;0;-1;2;2;2;2;37;37;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;840888,44;789135,69;689675,5;795916,38;487570,25;492975,44;311948,53;442379,62;717742,5;802475,25;748225,81;616507,75;721441,56;698785,12;650431;735749;497368,94;499506,94;307850,28;441358,69;735833;805044,38;753692,88;616507,75
69046;1;sp|P0A7X3|RS9_ECOLI;;sp|P0A7X3|RS9_ECOLI 30S ribosomal protein S9 OS=Escherichia coli (strain K12) OX=83333 GN=rpsI PE=1 SV=2;103,199;true;2;1;0;0;0;-1;2;2;2;2;41;41;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6293374,5;5887362;5064722,5;6099108;3332148,5;2328881,5;2555505;3113181,25;5831525;5488211,5;5909505;5902021;5399410,5;5213300;4776526;5638045;3399114,5;2359737;2521932,25;3105996,5;5978507;5505782;5952684;5902021
69068;1;sp|P68191|SRA_ECOLI;;sp|P68191|SRA_ECOLI Stationary-phase-induced ribosome-associated protein OS=Escherichia coli (strain K12) OX=83333 GN=sra PE=1 SV=1;40,806;true;2;1;0;0;0;-1;1;1;1;1;9;9;1;;1;1;;;;;1;1;;1;1;0;1;1;0;0;0;0;1;1;0;1;477770,34;195937,53;293285,91;351405,78;345005,69;332477,12;265760,44;178903,83;684606,44;543031;717283,44;843108,19;409903,81;173504,05;276597,12;324841,19;351939,28;336882,16;262269;178490,95;701861,69;544769,5;722524,44;843108,19
69080;1;sp|P0A7Z4|RPOA_ECOLI;;sp|P0A7Z4|RPOA_ECOLI DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=rpoA PE=1 SV=1;140,449;true;2;1;0;0;0;-1;5;5;5;5;15;15;1;1;1;1;;;;;;;2;;1;1;1;1;0;0;0;0;0;0;2;0;1645781,12;1654600,75;1673688;1548313,12;463242,34;482768,06;385830,03;379836,06;1830488,75;1657458,5;1364165,5;1666555,62;1412000,5;1465160,5;1578450,62;1431268;472552,16;489164,38;380761,16;378959,47;1876625,5;1662764,88;1374133;1666555,62
69091;1;sp|P37647|KDGK_ECOLI;;sp|P37647|KDGK_ECOLI 2-dehydro-3-deoxygluconokinase OS=Escherichia coli (strain K12) OX=83333 GN=kdgK PE=1 SV=1;523,965;true;2;1;0;0;0;-1;9;9;10;10;115;115;5;5;5;6;2;3;2;2;6;4;6;7;5;5;5;7;2;3;2;2;6;4;6;7;12022288;12531399;12103273;12259668;5245236;5474818,5;8090169,5;5778401,5;12364928;13759844;13177170;12383410;10314541;11096640;11414564;11332896;5350650;5547355;7983884,5;5765066;12676582;13803896;13273451;12383410
69092;1;sp|P33195|GCSP_ECOLI;;sp|P33195|GCSP_ECOLI Glycine dehydrogenase (decarboxylating) OS=Escherichia coli (strain K12) OX=83333 GN=gcvP PE=1 SV=3;443,519;true;2;1;0;0;0;-1;12;12;12;12;131;131;4;4;5;5;1;2;2;1;8;6;7;5;5;4;5;6;1;3;2;1;10;6;8;5;8376103,5;8460607;7610390,5;5855933;2489721;3554701,5;2755198,75;2998415,5;8254345;6785479;7872587,5;7361568;7186291,5;7491926;7177338,5;5413252;2539757;3601798,25;2719002,5;2991495,75;8462394;6807202,5;7930110,5;7361568
69096;1;sp|P0AE08|AHPC_ECOLI;;sp|P0AE08|AHPC_ECOLI Alkyl hydroperoxide reductase C OS=Escherichia coli (strain K12) OX=83333 GN=ahpC PE=1 SV=2;537,162;true;2;1;0;0;0;-1;12;12;12;12;149;149;6;5;5;4;6;5;4;4;6;6;5;7;6;5;5;4;6;5;4;4;6;6;5;7;29705686;26788276;29519976;27114030;26977116;31235540;11936432;12173326;24513432;26435506;28655346;28728678;25486044;23721202;27840208;25064340;27519276;31649384;11779618;12145233;25131284;26520140;28864722;28728678
69099;1;sp|P21889|SYD_ECOLI;;sp|P21889|SYD_ECOLI Aspartate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=aspS PE=1 SV=1;96,296;true;2;1;0;0;0;-1;3;3;3;3;8;8;1;;;2;;;;;1;;;1;1;0;0;2;0;0;0;0;1;0;0;1;2118887,75;2046227,75;1958425,88;1968166,25;876672;939567,12;685686,25;1213274,62;1944995,25;1903270,75;1625402,12;1623688,25;1817903,25;1811948,75;1846986;1819382,5;894290,5;952015,62;676678,06;1210474,75;1994018,25;1909364;1637278,38;1623688,25
69105;1;sp|P0CE47|EFTU1_ECOLI;;sp|P0CE47|EFTU1_ECOLI Elongation factor Tu 1 OS=Escherichia coli (strain K12) OX=83333 GN=tufA PE=1 SV=1;2280,836;true;2;2;0;0;0;-1;40;39;45;44;954;953;31;25;31;32;25;20;20;21;32;31;35;32;36;31;38;40;28;23;25;25;39;43;42;41;285899840;273785760;269513312;257012848;104618688;104850720;123621232;104673168;257525536;263313120;261033888;273273056;245288208;242439136;254177216;237583936;106721200;106239896;121997168;104431624;264016432;264156080;262941184;273273056
69118;1;sp|P0ADB7|ECNB_ECOLI;;sp|P0ADB7|ECNB_ECOLI Entericidin B OS=Escherichia coli (strain K12) OX=83333 GN=ecnB PE=3 SV=1;93,361;true;2;1;0;0;0;-1;1;1;1;1;21;21;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;1990536,5;1730670,75;1812369,5;2001453,25;890107,81;760091,19;1014800,06;;1588768,75;1638041,75;1653446,12;2149252,75;1707784;1532521;1709240,62;1850153;907996,31;770161,75;1001468,12;;1628813,12;1643285,88;1665527,38;2149252,75
69125;1;sp|P0AC53|G6PD_ECOLI;;sp|P0AC53|G6PD_ECOLI Glucose-6-phosphate 1-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=zwf PE=1 SV=1;24,095;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;2599448,5;2950705,75;2540395,75;2066884,38;2519795,75;2383349,25;2460517,75;2824056,25;2295244,25;2312192,5;2837747,75;2480535,75;2230201;2612870,5;2395840,25;1910637,88;2570436,25;2414926,5;2428192,75;2817539;2353095;2319595;2858482,25;2480535,75
69132;1;sp|P0ADZ4|RS15_ECOLI;;sp|P0ADZ4|RS15_ECOLI 30S ribosomal protein S15 OS=Escherichia coli (strain K12) OX=83333 GN=rpsO PE=1 SV=2;28,007;true;2;1;0;0;0;-1;1;1;1;1;16;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3734255,75;3779191,75;3370016,75;3818525;1291360,5;1451427,25;1922687,62;1714420,12;4190991,75;3147729,5;3354299,5;3673534,5;3203810,75;3346500,5;3178253,5;3529862,75;1317313;1470657,5;1897428,25;1710463,62;4296624,5;3157807;3378808,25;3673534,5
69135;1;sp|P37330|MASZ_ECOLI;;sp|P37330|MASZ_ECOLI Malate synthase G OS=Escherichia coli (strain K12) OX=83333 GN=glcB PE=1 SV=3;40,59;true;2;1;0;0;0;-1;2;2;2;2;5;5;;1;1;1;;;;;1;;1;2;0;1;1;1;;0;0;0;1;0;1;2;701995,81;730726,44;590767,62;771511,19;;231312,3;454340,84;311430,16;621330,56;770601,25;624732,62;1050210,75;602278,44;647063,31;557151,25;713188,69;;234376,98;448371,94;310711,44;636990,94;773068,38;629297,38;1050210,75
69137;1;sp|P0A7R9|RS11_ECOLI;;sp|P0A7R9|RS11_ECOLI 30S ribosomal protein S11 OS=Escherichia coli (strain K12) OX=83333 GN=rpsK PE=1 SV=2;136,577;true;2;1;0;0;0;-1;2;2;3;3;32;32;1;1;2;1;1;1;1;1;3;3;2;3;1;1;2;1;1;1;1;1;3;3;2;3;5010153;4284027;3437871;3351135;1755819,25;1605290;2857307,75;1739463,12;4602412,5;4629637,5;4200035;3671783,5;4298468,5;3793535,5;3242246,75;3097805,25;1791106;1626558,75;2819770;1735448,75;4718415;4644459;4230723,5;3671783,5
69140;1;sp|P04983|RBSA_ECOLI;;sp|P04983|RBSA_ECOLI Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) OX=83333 GN=rbsA PE=1 SV=1;81,034;true;2;1;0;0;0;-1;2;2;2;2;2;2;;;;;;;;;;;2;;;0;0;0;;;;0;0;0;2;0;;427352,28;400568,38;274361,25;;;;240185,11;426128,72;290803,62;737600,44;656240,81;;378423,41;377774,91;253620,86;;;;239630,81;436869,16;291734,62;742989,88;656240,81
69148;1;sp|P0AD33|YFCZ_ECOLI;;sp|P0AD33|YFCZ_ECOLI UPF0381 protein YfcZ OS=Escherichia coli (strain K12) OX=83333 GN=yfcZ PE=3 SV=1;76,025;true;2;1;0;0;0;-1;2;2;2;2;7;7;;;;;;;;;1;;1;2;0;0;0;0;0;0;0;0;1;0;1;2;1080425,12;1171981,5;768374,44;1103854,5;326655,66;1166813,12;712759,38;998830,5;932442,12;1091155,62;1136590,75;932650,06;926952,5;1037797,75;724651,81;1020408,38;333220,47;1182272,5;703395,5;996525,5;955944,06;1094649;1144895,5;932650,06
